month,moneyNeeded,promoted,moneyCollected,daysSpent,daysRequired,category,coverage
3,716000,True,847661,7,27,Other,962
2,164000,False,55633,8,5,Humanitarian,431397
1,62000,True,52079,14,18,Humanitarian,10000
1,534000,True,623087,3,27,Medicine,10000
12,600000,True,612255,15,3,Military,468
12,930000,False,509176,17,22,Humanitarian,1235875
3,81000,True,66439,19,19,Humanitarian,10000
9,660000,True,579833,14,17,Humanitarian,262019
2,360000,True,309058,22,5,Other,6493
9,453000,True,515785,30,31,Military,10000
1,546000,True,447852,18,28,Medicine,10000
11,294000,True,327649,1,1,Medicine,598
10,436000,False,216926,25,22,Medicine,10000
8,102000,False,18447,12,22,Humanitarian,261148
4,931000,True,967500,16,23,Other,10000
12,448000,False,249965,11,2,Medicine,8310
7,56000,False,26815,12,26,Humanitarian,10000
2,235000,False,156389,8,16,Military,4846
12,44000,True,43005,14,6,Military,10000
9,25000,True,24748,9,17,Medicine,10000
10,748000,True,719922,5,26,Humanitarian,10000
4,986000,True,1103746,3,7,Other,10000
4,970000,False,421671,2,16,Other,10000
9,262000,False,36251,31,27,Other,10000
4,474000,False,351488,10,27,Military,2816011
8,785000,False,121570,3,15,Humanitarian,9333421
4,957000,True,945941,31,24,Humanitarian,10000
11,560000,True,592919,20,25,Military,10000
3,47000,True,43734,24,30,Other,175763
3,422000,False,20939,30,7,Military,341709
11,971000,True,950504,8,12,Other,10000
8,235000,True,191350,13,19,Military,10000
10,485000,True,450884,21,24,Humanitarian,10000
3,423000,True,468838,21,25,Military,4108127
8,231000,True,259546,27,23,Military,399487
2,102000,True,94020,25,30,Other,10000
12,536000,True,562555,27,17,Medicine,476206
1,419000,False,13181,27,16,Other,3673130
9,731000,True,775606,20,24,Military,2103
7,351000,True,321425,23,18,Medicine,3098
12,776000,True,873607,16,25,Military,10000
1,629000,True,596504,7,4,Other,10000
12,957000,True,983560,16,8,Medicine,274578
1,819000,True,876971,12,22,Humanitarian,8228
12,357000,True,398628,29,26,Medicine,10000
5,978000,False,379979,21,21,Other,388760
10,229000,False,17899,22,29,Other,10000
5,489000,False,374109,15,19,Humanitarian,10000
8,447000,True,497155,16,7,Humanitarian,386348
10,547000,False,367963,7,3,Medicine,5209172
12,562000,True,487104,31,29,Humanitarian,10000
11,859000,True,883764,12,18,Medicine,10000
4,116000,True,113597,19,2,Medicine,418063
11,879000,True,887112,16,9,Medicine,10000
7,261000,False,20363,3,10,Medicine,443490
2,0,True,0,13,27,Humanitarian,242908
8,915000,True,1080123,21,16,Humanitarian,10000
3,587000,False,423737,3,13,Humanitarian,10000
7,894000,True,787356,3,23,Medicine,255678
7,597000,True,713646,31,16,Medicine,330095
6,181000,False,118096,4,14,Medicine,10000
2,462000,False,58917,31,6,Medicine,10000
2,1000000,True,1172089,24,14,Military,5176
11,650000,False,629883,5,31,Other,439299
9,661000,True,748712,18,25,Humanitarian,393596
6,325000,True,292958,25,19,Military,10000
4,116000,False,44076,15,25,Other,10000
7,403000,False,14579,7,7,Medicine,10000
12,868000,False,94187,5,30,Humanitarian,3550194
3,481000,False,84667,22,20,Humanitarian,10000
6,423000,True,474141,19,8,Medicine,10000
6,572000,True,531332,16,3,Other,10000
11,481000,True,547463,19,8,Medicine,376891
6,794000,True,855892,19,30,Other,10000
9,1000,True,46657,2,4,Military,10000
1,529000,True,436105,1,30,Humanitarian,327163
6,220000,True,179366,24,4,Military,329538
11,760000,False,483757,27,3,Military,10000
12,193000,True,164915,24,7,Military,10000
4,697000,True,809755,12,27,Other,10000
3,278000,True,329721,4,23,Medicine,10000
8,350000,True,315647,17,29,Other,10000
3,54000,True,70539,26,28,Military,10000
3,104000,False,18054,4,18,Other,159340
9,934000,True,989318,9,6,Other,10000
2,24000,True,21885,11,16,Military,10000
5,359000,True,375687,24,27,Humanitarian,389792
11,882000,False,235736,18,26,Other,10000
4,494000,True,585320,1,3,Military,10000
3,758000,False,675750,3,22,Military,10000
4,678000,False,233101,14,6,Medicine,355380
3,411000,True,360702,16,3,Medicine,5449447
1,549000,True,541423,3,26,Other,280659
6,20000,True,20346,22,23,Other,195505
4,690000,False,330171,22,28,Other,10000
8,699000,False,635149,7,4,Medicine,926632
4,854000,True,924944,8,2,Humanitarian,10000
12,649000,True,774595,2,1,Other,236760
11,487000,True,502282,10,18,Other,10000
10,290000,False,272875,24,2,Humanitarian,111476
11,1000000,True,1016244,25,27,Military,10000
7,662000,True,724300,18,22,Humanitarian,10000
12,578000,True,617401,23,29,Military,10000
2,281000,True,287282,3,5,Military,10000
3,10000,True,9022,15,6,Other,436351
4,824000,False,178411,13,1,Medicine,10000
3,379000,True,399248,11,22,Humanitarian,10000
9,849000,True,811238,19,1,Humanitarian,10000
9,265000,True,291953,8,13,Military,10000
12,136000,True,123088,19,17,Military,10000
11,721000,True,725775,20,22,Military,433873
11,927000,True,1035366,13,23,Humanitarian,10000
8,300000,True,245945,12,30,Military,377180
12,56000,True,45375,11,8,Military,459177
12,870000,False,741078,11,15,Medicine,10000
9,931000,True,979633,14,27,Other,436448
8,662000,False,348362,7,14,Humanitarian,10000
3,498000,False,474430,23,13,Humanitarian,10000
7,141000,False,129467,23,23,Other,10000
1,425000,True,500656,20,8,Other,10000
11,854000,True,866084,26,4,Other,1589
9,139000,False,108145,31,10,Other,232613
11,686000,False,554036,12,22,Medicine,212754
9,136000,True,161304,20,23,Military,2996
2,194000,True,194998,7,5,Military,6821
2,49000,False,11739,14,24,Medicine,10000
6,850000,True,978968,3,30,Humanitarian,279818
10,120000,False,29697,17,15,Medicine,118701
1,205000,True,189142,5,17,Humanitarian,10000
2,915000,True,749657,18,29,Military,363583
12,518000,True,478675,12,16,Medicine,10000
8,641000,True,575775,20,22,Humanitarian,217865
11,91000,False,2529,27,4,Other,10000
11,341000,False,98475,24,14,Humanitarian,5928
8,268000,True,263939,6,25,Medicine,10000
9,385000,True,371754,7,25,Medicine,10000
9,898000,True,1072149,18,1,Other,3591296
10,216000,True,180852,2,18,Medicine,239999
12,24000,True,25061,17,9,Military,10000
6,869000,True,816867,18,15,Other,10000
9,580000,False,451213,12,9,Medicine,256462
9,867000,False,251784,21,12,Other,210036
3,322000,False,254466,7,30,Other,1505
1,752000,False,380822,8,6,Military,8492
12,435000,True,363904,23,16,Military,2887
7,721000,False,412037,27,2,Other,10000
9,303000,True,325039,19,24,Other,179930
12,937000,True,1100063,21,15,Humanitarian,9604
3,635000,True,742016,29,18,Other,10000
11,621000,True,729586,17,19,Medicine,307459
8,930000,True,752245,3,10,Other,10000
1,35000,False,21208,15,25,Humanitarian,244622
2,467000,True,513094,17,16,Medicine,10000
4,332000,False,254920,15,5,Medicine,10000
5,55000,False,38615,31,5,Other,10000
4,659000,False,652633,18,14,Medicine,10000
5,841000,True,755468,25,11,Humanitarian,208029
11,261000,False,14181,4,25,Military,10000
12,999000,False,322194,21,25,Other,10000
12,458000,True,530322,8,7,Humanitarian,10000
10,66000,False,52480,23,17,Other,10000
11,118000,True,108356,23,25,Other,10000
1,482000,True,385675,13,17,Military,1608
5,541000,True,561874,5,30,Humanitarian,152768
6,683000,False,593994,17,11,Medicine,9353
3,89000,True,79231,30,16,Other,246835
9,188000,True,189725,29,12,Humanitarian,113578
10,437000,True,440233,26,29,Military,10000
8,406000,True,333538,31,17,Humanitarian,8458
8,418000,True,371025,16,5,Other,4675
10,573000,True,579059,18,23,Military,10000
4,121000,True,106261,4,18,Medicine,10000
10,627000,False,62092,28,25,Humanitarian,10000
7,971000,True,1101701,16,17,Medicine,292436
6,267000,True,272624,20,10,Medicine,5198
3,712000,False,424981,2,14,Military,10000
11,172000,True,205946,8,11,Humanitarian,10000
6,591000,True,644719,16,3,Military,10000
10,561000,False,145040,19,29,Military,10000
4,689000,False,576175,22,21,Other,10000
3,886000,False,864941,29,15,Military,10000
8,719000,False,448663,10,17,Military,443517
5,562000,False,359686,7,3,Humanitarian,384078
11,698000,True,660858,25,18,Other,10000
10,225000,True,238135,15,17,Military,348683
12,92000,False,63713,8,30,Other,6450
4,261000,True,299138,15,19,Military,10000
1,466000,False,1070,14,18,Medicine,363471
6,20000,False,1661,6,17,Humanitarian,448595
1,967000,True,942271,30,16,Medicine,10000
12,108000,True,89310,7,25,Other,7966137
12,822000,False,553152,19,31,Medicine,314540
2,142000,False,84879,19,20,Medicine,10000
5,756000,True,863852,26,5,Humanitarian,10000
7,927000,True,829605,31,7,Humanitarian,7371
7,783000,False,742590,29,1,Humanitarian,403065
10,801000,False,359730,14,8,Other,10000
11,931000,True,954404,3,31,Humanitarian,10000
2,815000,True,669030,29,21,Medicine,10000
1,269000,False,225540,23,21,Humanitarian,10000
8,476000,False,315980,30,23,Military,6824
11,941000,True,858813,11,8,Medicine,10000
2,306000,False,198274,19,26,Other,10000
9,285000,True,295193,1,4,Military,9667
1,96000,True,111590,2,30,Medicine,192781
12,481000,False,173174,20,30,Medicine,10000
3,890000,False,311247,24,26,Military,10000
7,192000,False,184100,10,7,Other,277168
1,199000,False,123340,6,15,Military,10000
10,940000,True,927819,8,28,Humanitarian,10000
7,788000,True,843838,25,23,Medicine,10000
4,434000,True,440979,11,13,Military,10000
8,717000,True,728438,18,19,Humanitarian,10000
3,794000,True,830525,21,16,Humanitarian,378417
5,469000,False,292322,16,2,Medicine,154170
6,153000,True,158865,3,24,Military,10000
12,425000,True,386108,26,11,Humanitarian,351353
6,708000,True,742893,31,25,Military,4317331
4,109000,True,124115,24,2,Medicine,10000
8,797000,False,773987,17,11,Medicine,10000
6,278000,False,115736,28,23,Humanitarian,10000
6,653000,True,547249,27,28,Humanitarian,7475
11,578000,False,123904,20,7,Other,257297
9,966000,True,998574,25,28,Military,10000
11,612000,True,628606,5,3,Humanitarian,346202
12,317000,True,258653,26,7,Other,10000
3,541000,True,483804,9,31,Other,148707
3,427000,True,451969,11,9,Medicine,10000
6,71000,False,42777,15,3,Military,10000
8,734000,True,751733,23,20,Medicine,455825
8,641000,False,344816,13,13,Medicine,419377
3,719000,True,591016,25,2,Humanitarian,10000
3,870000,False,2370,10,10,Other,10000
2,525000,True,509721,20,27,Military,10000
3,610000,True,707903,12,21,Humanitarian,10000
11,747000,True,780894,6,17,Medicine,285394
4,89000,False,27598,13,19,Medicine,234883
9,116000,False,54265,21,1,Military,10000
11,957000,False,616251,2,25,Medicine,10000
11,504000,True,577540,21,16,Medicine,10000
5,552000,True,517376,29,19,Humanitarian,494860
11,527000,True,514660,18,26,Humanitarian,10000
11,192000,True,197380,19,24,Military,10000
1,376000,True,405960,11,28,Humanitarian,10000
4,200000,False,163832,17,20,Military,10000
7,215000,True,195014,28,20,Humanitarian,487784
10,855000,False,40885,29,10,Humanitarian,10000
1,770000,False,184135,27,26,Humanitarian,10000
6,119000,True,98751,9,12,Humanitarian,10000
4,671000,True,755581,9,29,Other,10000
11,662000,True,529646,10,10,Other,10000
1,549000,True,561620,13,21,Medicine,10000
12,953000,True,977143,28,7,Military,182843
10,895000,True,944356,15,20,Military,10000
11,441000,True,476932,28,31,Humanitarian,10000
3,869000,False,218621,11,8,Medicine,3135768
9,999000,True,869665,17,23,Other,354275
7,391000,True,368698,25,30,Humanitarian,204079
9,146000,True,131720,9,29,Other,10000
8,307000,False,180177,28,26,Military,467120
12,785000,True,702951,23,17,Military,342
4,342000,True,365276,4,5,Military,10000
10,524000,False,65340,11,29,Humanitarian,10000
4,176000,True,166802,4,8,Medicine,9108
10,136000,True,145959,27,29,Military,10000
10,854000,False,731992,28,23,Other,118877
10,398000,True,357308,1,2,Medicine,10000
10,67000,True,65573,27,6,Medicine,397482
12,868000,True,755301,12,30,Medicine,10000
8,704000,False,125869,14,3,Other,10000
2,448000,True,505846,16,13,Humanitarian,10000
9,489000,False,241231,11,25,Other,225042
2,932000,True,817803,22,12,Military,136878
5,361000,False,276752,13,31,Other,10000
2,521000,False,418600,7,5,Humanitarian,10000
4,482000,False,440233,6,12,Other,10000
5,48000,False,36624,11,15,Other,10000
8,603000,False,221969,27,21,Other,10000
8,317000,True,367202,22,9,Medicine,10000
10,957000,True,1033816,24,24,Other,10000
7,554000,False,479313,23,31,Humanitarian,490796
10,30000,True,24050,30,6,Other,317579
10,720000,False,712346,14,27,Medicine,139918
10,432000,True,450274,16,11,Humanitarian,4881200
7,457000,False,89406,12,11,Medicine,8520
3,492000,False,486419,21,11,Humanitarian,8724
2,946000,False,731263,7,5,Other,2416
9,287000,True,313287,20,30,Humanitarian,10000
8,698000,True,590883,8,21,Medicine,10000
4,97000,True,110824,16,7,Medicine,10000
10,45000,True,51915,14,18,Humanitarian,202279
3,376000,False,81577,29,31,Military,309232
8,780000,True,633383,14,25,Medicine,469926
9,147000,False,38329,18,1,Military,10000
7,665000,True,651677,28,28,Military,457385
12,829000,True,754545,25,30,Military,3087
9,424000,False,349497,1,25,Medicine,487573
7,762000,True,610841,8,23,Medicine,272383
2,631000,False,407839,22,26,Military,10000
7,380000,False,141568,20,9,Military,421816
8,675000,False,516285,14,20,Military,10000
9,481000,True,388406,14,30,Other,199635
9,320000,False,122370,1,1,Humanitarian,10000
6,171000,True,157279,3,18,Medicine,10000
9,137000,True,144259,1,3,Military,10000
1,406000,True,375767,2,15,Medicine,10000
8,0,False,0,23,2,Other,10000
1,111000,True,98217,15,3,Humanitarian,10000
2,963000,True,920912,21,11,Medicine,10000
7,845000,False,689332,25,29,Military,10000
5,540000,True,432384,7,21,Other,10000
4,496000,True,573973,1,3,Military,498352
12,124000,False,77611,17,7,Humanitarian,1803
4,23000,True,21202,13,10,Other,497137
6,155000,True,135644,10,12,Medicine,10000
4,629000,False,532788,24,21,Medicine,569
9,449000,True,399018,29,17,Other,474036
10,88000,False,69738,27,23,Medicine,3833
1,780000,False,350681,30,31,Medicine,9092
9,234000,False,94543,1,30,Other,483170
4,131000,True,109999,16,3,Other,328764
7,206000,False,77982,30,9,Medicine,426044
5,438000,False,57733,3,10,Medicine,275465
4,361000,True,380601,27,16,Other,9532394
12,330000,True,281006,3,3,Humanitarian,156109
3,878000,False,24789,28,12,Humanitarian,183895
12,84000,True,97653,30,20,Military,173598
4,877000,False,667263,7,12,Other,10000
7,136000,True,130255,25,6,Other,10000
1,548000,False,156986,1,18,Humanitarian,10000
10,493000,False,408442,19,7,Other,10000
8,877000,True,797164,10,14,Military,361051
7,939000,True,885893,25,21,Humanitarian,10000
5,373000,True,323736,7,18,Other,10000
9,146000,False,62350,12,15,Military,479984
8,597000,True,625390,24,3,Other,10000
12,252000,True,268337,28,22,Medicine,6154600
6,89000,True,72720,21,12,Other,424823
8,683000,True,573901,28,9,Humanitarian,10000
8,720000,False,381331,7,17,Other,245513
2,483000,True,574801,1,2,Humanitarian,10000
2,919000,False,131860,31,5,Humanitarian,10000
2,955000,True,804638,22,12,Medicine,10000
10,883000,True,810200,23,16,Medicine,10000
10,278000,True,304308,25,22,Medicine,397692
7,757000,False,352551,18,31,Military,10000
5,990000,False,868694,9,12,Medicine,10000
10,336000,True,273979,18,1,Humanitarian,10000
10,753000,True,812992,9,12,Military,379589
1,705000,True,686002,25,26,Medicine,299293
9,566000,False,62250,15,13,Other,9529499
11,71000,False,61605,10,21,Military,1823716
3,501000,True,557671,19,22,Military,10000
12,514000,False,412622,18,17,Humanitarian,474974
10,953000,False,682506,21,22,Humanitarian,10000
8,278000,False,104464,19,11,Humanitarian,10000
5,728000,False,682114,11,12,Military,100087
12,76000,False,34569,25,23,Humanitarian,447818
8,792000,True,806963,28,4,Medicine,10000
9,301000,True,349168,23,9,Humanitarian,10000
7,590000,True,685102,28,12,Other,10000
8,765000,False,301415,3,12,Humanitarian,10000
8,74000,False,14579,1,23,Military,10000
10,289000,True,237512,29,6,Other,3070
8,231000,False,57408,2,6,Military,248229
2,491000,False,314722,27,7,Medicine,10000
9,224000,True,217468,11,22,Medicine,105058
10,375000,False,281198,30,24,Military,124517
3,71000,False,38619,10,16,Humanitarian,226
1,387000,True,369458,2,5,Other,10000
8,906000,True,788218,31,16,Medicine,368181
2,263000,False,77107,21,18,Military,2414270
11,449000,True,484626,6,7,Humanitarian,496965
1,950000,True,864263,2,20,Military,418706
2,83000,True,87982,25,2,Military,10000
7,475000,True,409852,31,6,Other,10000
4,315000,False,228638,23,20,Other,10000
7,420000,True,462306,14,7,Other,10000
11,739000,True,844895,30,10,Humanitarian,5849
6,979000,True,882253,29,9,Humanitarian,10000
11,299000,True,252693,7,14,Humanitarian,256583
9,126000,True,128378,10,15,Military,162823
2,594000,False,510341,17,12,Other,10000
8,897000,True,1006510,24,15,Medicine,1584
10,150000,True,120854,1,29,Medicine,10000
7,179000,False,170991,9,9,Other,355824
5,636000,True,742055,7,14,Humanitarian,10000
2,833000,True,969122,12,15,Humanitarian,10000
6,477000,True,518836,12,26,Humanitarian,10000
12,142000,True,113820,21,15,Military,10000
10,457000,True,525247,23,13,Other,6483
4,489000,False,309433,27,3,Medicine,10000
10,211000,True,249514,14,19,Other,10000
11,195000,False,92971,12,17,Medicine,517
3,417000,True,436502,17,28,Medicine,6634189
6,134000,True,123939,22,31,Military,10000
5,718000,True,604580,26,24,Humanitarian,2862
8,972000,False,952799,24,4,Other,9871005
9,292000,True,334458,23,11,Medicine,7334742
7,451000,True,524175,18,29,Medicine,10000
7,248000,True,263258,12,30,Other,393256
2,382000,True,440599,2,2,Humanitarian,7473
5,77000,True,82395,8,21,Other,9924
5,40000,True,41855,26,7,Other,210985
11,701000,True,565563,23,26,Other,360220
12,211000,True,247489,17,15,Medicine,10000
7,77000,True,70732,19,6,Medicine,228823
1,584000,True,557362,27,11,Military,398104
4,755000,True,747847,19,15,Medicine,7200119
7,10000,True,11813,30,25,Military,10000
12,829000,True,908711,7,22,Military,10000
11,57000,False,24292,26,25,Medicine,473609
11,486000,True,463680,25,29,Other,6682
8,919000,False,495803,4,17,Military,10000
9,736000,False,701078,27,15,Other,488151
1,520000,True,431636,1,22,Medicine,431367
2,303000,True,340102,14,1,Military,10000
